ind,pop,lat,long,sex,color,AT16a,AT16b,AT58a,AT58b,AT19a,AT19b,AM5_64a,AM5_64b,AT53a,AT53b,B38_1a,B38_1b,CorAT64a,CorAT64b,PnMs16a,PnMs16b,TvM1a,TvM1b
5567,21,-38.887003,177.437748,M,Bl,140,144,133,133,270,276,255,259,257,259,83,87,178,178,228,228,223,227
5568,21,-38.887541,177.438071,F,Bl,140,144,133,133,258,258,255,255,261,265,85,89,166,166,228,248,227,235
5569,21,-38.891772,177.443855,M,Bl,140,142,133,155,NA,NA,255,259,249,265,87,89,176,176,228,244,223,233
5570,21,-38.891247,177.443672,M,Re,140,140,133,149,258,278,255,255,261,265,87,89,NA,NA,228,248,223,227
5571,21,-38.891307,177.444241,M,Bl,138,138,133,133,258,258,255,259,257,261,85,87,178,178,228,228,223,223
5572,21,-38.887974,177.438294,M,Bl,136,142,149,153,258,270,255,259,257,263,89,89,166,166,NA,NA,223,235
5573,21,-38.887159,177.43792,M,Bl,138,144,133,133,NA,NA,255,259,257,261,87,87,166,166,228,248,227,227
5574,21,-38.888936,177.445603,F,Bl,136,138,133,153,264,270,255,255,269,269,91,91,166,166,228,248,227,235
5575,21,-38.889297,177.444668,M,Bl,140,144,133,155,NA,NA,255,255,257,257,89,89,166,166,228,228,NA,NA
5576,21,-38.889297,177.444668,F,Bl,140,140,133,133,266,278,255,259,257,269,89,89,166,166,248,250,227,233
5577,21,-38.888068,177.44774,F,Bl,138,138,133,155,NA,NA,255,255,259,259,85,89,178,178,NA,NA,NA,NA
5579,21,-38.888018,177.442994,M,Br,126,134,133,133,258,278,255,255,241,259,89,89,166,166,228,248,231,233
5580,21,-38.883551,177.447707,F,Bl,138,140,133,149,258,278,255,259,257,269,89,91,186,186,220,228,223,235
5581,21,-38.884114,177.448078,M,Br,138,140,133,133,258,278,255,259,261,269,85,87,166,166,228,250,227,227
5588,21,-38.887504,177.439257,M,Re,138,138,133,153,276,278,255,295,261,261,87,87,178,178,228,228,223,235
5590,21,-38.887989,177.438365,F,Bl,134,140,133,153,258,258,259,259,269,269,87,91,176,176,228,248,233,233
5591,21,-38.883514,177.44122,M,Br,138,144,133,133,258,270,255,255,219,255,85,91,178,178,228,228,223,235
5592,21,-38.883548,177.441972,M,Bl,138,140,149,153,270,278,255,255,255,261,87,87,178,178,228,228,227,235
5593,21,-38.883978,177.447169,F,Bl,138,140,133,149,258,258,NA,NA,257,259,85,87,NA,NA,NA,NA,NA,NA
5594,21,-38.884274,177.444868,F,Bl,140,144,133,155,258,258,255,255,257,257,89,89,180,180,228,228,223,235
5595,21,-38.887054,177.446441,M,Bl,138,142,133,155,258,276,255,299,255,257,85,89,178,178,228,228,223,235
5596,21,-38.887041,177.447952,F,Bl,140,142,133,133,258,276,255,255,255,257,89,91,178,178,228,228,NA,NA
5597,21,-38.887436,177.448704,F,Bl,140,142,133,133,258,276,255,259,255,257,87,91,178,178,228,228,229,235
5598,21,-38.884649,177.449162,M,Bl,140,140,133,133,270,278,255,255,257,269,85,89,178,178,228,228,223,233
5239,22,-38.866182,177.462307,F,Bl,138,140,133,133,270,278,255,255,NA,NA,89,89,178,180,228,228,223,231
5240,22,-38.866182,177.462307,M,Br,136,140,133,133,270,270,259,259,NA,NA,NA,NA,162,174,NA,NA,NA,NA
5241,22,-38.866182,177.462307,F,Bl,NA,NA,133,133,270,278,255,259,261,261,NA,NA,NA,NA,228,228,NA,NA
5242,22,-38.868322,177.462939,F,Br,136,138,133,149,270,278,255,255,261,265,NA,NA,160,186,NA,NA,227,235
5243,22,-38.868322,177.462939,F,Bl,140,144,133,133,258,270,255,259,NA,NA,87,87,178,186,248,250,223,223
5244,22,-38.868322,177.462939,M,Br,136,142,133,149,270,278,255,259,265,265,NA,NA,160,166,228,228,233,235
5245,22,-38.868322,177.462939,M,Bl,138,140,133,149,258,270,255,255,261,261,89,91,160,186,220,228,235,235
5246,22,-38.868295,177.462926,F,Br,140,140,133,155,270,270,255,255,255,257,NA,NA,178,186,NA,NA,227,227
5247,22,-38.868295,177.462926,F,Bl,136,140,133,149,NA,NA,255,255,NA,NA,85,85,160,178,228,228,NA,NA
5248,22,-38.868295,177.462926,M,Br,140,142,149,155,270,270,255,255,NA,NA,NA,NA,166,186,NA,NA,NA,NA
5249,22,-38.868295,177.462926,F,Br,140,140,133,133,270,276,255,255,257,257,81,81,166,178,228,228,227,233
5250,22,-38.866215,177.462367,F,Br,140,144,133,149,258,278,255,255,NA,NA,NA,NA,176,180,NA,NA,223,223
5251,22,-38.866215,177.462367,M,Bl,138,140,133,153,278,278,255,299,257,269,NA,NA,166,178,228,250,223,233
5252,22,-38.866215,177.462367,F,Bl,140,140,133,155,258,278,255,255,219,261,89,89,180,186,228,228,223,235
5253,22,-38.866215,177.462367,M,Bl,138,144,133,149,258,278,255,255,257,265,87,89,180,180,220,228,223,223
5254,22,-38.866215,177.462367,F,Bl,134,140,133,133,NA,NA,255,255,257,259,NA,NA,160,170,228,248,223,233
5255,22,-38.866215,177.462367,M,Br,138,138,149,153,270,278,255,255,261,261,NA,NA,176,180,248,248,223,235
5256,22,-38.866215,177.462367,F,Bl,134,138,153,153,270,270,255,255,261,265,89,91,176,180,228,248,235,235
5257,22,-38.865512,177.461203,F,Br,138,140,133,149,258,270,255,255,257,269,NA,NA,178,178,228,248,227,233
5258,22,-38.864567,177.461616,F,Br,140,144,153,153,270,278,255,259,NA,NA,87,87,176,180,220,228,223,227
5259,22,-38.864567,177.461616,M,Br,138,140,133,133,258,278,255,255,257,271,89,89,178,180,220,228,223,233
5260,22,-38.864567,177.461628,M,Br,138,144,NA,NA,270,270,255,255,NA,NA,87,89,178,180,228,228,223,235
5261,22,-38.863653,177.460312,M,Br,140,140,149,149,NA,NA,255,255,255,261,87,93,176,180,228,228,NA,NA
5262,22,-38.86206,177.460211,F,Br,140,144,133,149,258,278,255,255,257,259,89,91,166,178,228,248,233,235
5263,22,-38.86206,177.460211,M,Bl,140,144,133,153,NA,NA,255,255,NA,NA,NA,NA,160,180,228,228,NA,NA
5264,22,-38.86206,177.460211,M,Br,138,144,133,155,258,258,255,259,257,269,87,87,166,178,228,248,227,233
5265,22,-38.860877,177.459109,F,Bl,138,140,149,155,270,278,255,255,255,261,NA,NA,166,176,228,228,223,235
5266,22,-38.868383,177.462989,F,D/Br,134,142,133,133,258,258,255,259,NA,NA,85,91,176,176,228,248,NA,NA
5267,22,-38.868383,177.462989,M,Br,136,140,133,149,258,278,255,255,255,255,91,91,178,186,228,248,223,235
5268,22,-38.868933,177.463913,F,Bl,136,140,133,149,270,288,255,255,257,265,85,89,160,166,220,250,223,227
5270,22,-38.871051,177.463505,M,D/Br,138,140,133,133,258,276,255,259,261,269,87,87,166,182,228,250,223,229
5271,22,-38.868265,177.462774,F,D/Br,134,140,133,153,264,276,255,295,261,269,NA,NA,178,182,NA,NA,223,227
5272,22,-38.867282,177.462066,M,D/Br,136,144,133,149,278,278,255,299,NA,NA,NA,NA,186,186,NA,NA,219,227
5273,22,-38.86553,177.462358,M,D/Br,140,144,149,153,278,278,255,255,NA,NA,87,89,NA,NA,228,228,223,233
5274,22,-38.864653,177.461033,M,D/Br,138,140,133,149,258,278,255,255,255,257,85,85,180,186,228,250,223,233
5275,22,-38.86553,177.462358,F,D/Br,134,140,133,149,258,278,255,259,NA,NA,NA,NA,176,180,NA,NA,227,227
5276,22,-38.865393,177.461242,M,Bl,140,144,133,153,270,278,255,255,255,261,NA,NA,166,180,248,250,227,233
5277,22,-38.865393,177.461242,M,D/Br,138,144,133,153,258,278,255,259,259,269,NA,NA,178,180,NA,NA,223,227
5278,22,-38.864653,177.461033,F,Bl,140,140,133,153,258,278,NA,NA,NA,NA,NA,NA,178,180,NA,NA,223,227
5279,22,-38.864653,177.461033,M,D/Br,140,140,133,153,258,258,255,255,257,269,NA,NA,186,186,228,248,227,229
5280,22,-38.864653,177.461033,M,D/Br,138,138,149,155,270,270,255,255,NA,NA,87,89,166,180,220,228,NA,NA
5281,22,-38.864467,177.459545,M,Bl,140,140,133,133,276,278,259,259,257,261,87,91,166,166,228,228,223,235
5282,22,-38.864467,177.459545,F,Bl,134,138,133,153,258,278,255,255,269,271,NA,NA,166,178,NA,NA,227,227
5283,22,-38.863923,177.460075,F,Bl,138,140,133,133,278,278,255,259,257,261,67,71,166,178,222,222,233,233
5284,22,-38.862006,177.460207,F,D/Br,138,140,133,153,258,270,255,255,255,265,89,89,178,178,248,248,223,235
5285,22,-38.862006,177.460207,F,D/Br,138,140,133,155,270,270,255,255,255,257,87,87,166,178,228,228,223,235
5286,22,-38.860897,177.459502,M,Br,138,140,133,133,276,278,255,259,255,257,NA,NA,166,178,NA,NA,NA,NA
5288,22,-38.861883,177.458031,M,Br,140,140,133,153,258,264,259,259,261,265,87,91,166,182,228,228,229,235
5289,22,-38.859241,177.459662,M,Br,138,138,133,155,276,278,255,259,257,269,87,87,166,178,228,250,223,233
15,23,-38.800076,177.518157,F,bl,138,138,133,133,270,278,255,255,253,269,89,91,166,186,NA,NA,NA,NA
25,23,-38.798203,177.509369,M,br,138,144,133,133,258,266,NA,NA,259,269,87,87,176,180,248,250,223,233
30,23,-38.800269,177.510043,F,bl,138,140,133,155,258,278,255,299,257,259,87,89,178,180,228,248,227,233
35,23,-38.801516,177.511829,M,br,138,144,133,149,258,270,255,255,263,271,85,89,166,178,248,248,223,233
43,23,-38.796671,177.507507,M,bl,138,138,133,153,258,258,255,291,257,259,87,93,178,178,228,228,233,233
44,23,-38.798592,177.509578,M,br,140,140,133,133,258,258,NA,NA,NA,NA,87,87,178,186,228,228,223,227
6401,23,-38.801516,177.511829,F,bl,136,144,133,155,258,258,255,255,257,261,89,93,178,178,228,248,223,223
6405,23,-38.798168,177.514161,M,br,140,140,149,153,258,278,255,259,257,265,85,93,166,178,228,250,NA,NA
6407,23,-38.799375,177.509375,M,br,138,140,133,155,258,278,255,255,255,257,89,89,180,186,228,228,223,231
6408,23,-38.801199,177.511382,F,bl,136,140,NA,NA,NA,NA,255,255,261,263,85,89,178,186,228,250,223,223
6415,23,-38.800674,177.510761,F,bl,144,144,133,153,258,266,255,255,269,271,89,89,186,186,228,250,233,233
6417,23,-38.798186,177.512318,M,bl,140,140,133,153,NA,NA,255,291,263,269,85,87,178,186,228,228,223,235
6423,23,-38.798105,177.512774,M,bl,136,136,NA,NA,258,258,259,259,255,257,87,89,166,186,228,248,223,223
10a,23,-38.798899,177.517574,F,bl,138,140,133,133,258,278,255,255,261,265,89,89,178,186,228,228,227,227
11a,23,-38.800665,177.520615,F,bl,140,144,133,133,270,278,255,255,257,269,87,91,166,186,228,250,223,233
12a,23,-38.800674,177.520143,M,bl,138,138,133,133,NA,NA,255,255,NA,NA,89,91,166,186,228,228,223,235
14a,23,-38.800309,177.518644,M,bl,138,140,133,149,270,278,255,259,257,269,93,93,NA,NA,NA,NA,NA,NA
18a,23,-38.798093,177.514917,M,bl,136,140,NA,NA,258,278,255,259,255,257,87,93,166,186,228,228,NA,NA
1a,23,-38.799005,177.513973,F,bl,138,140,133,133,NA,NA,255,255,265,269,87,93,176,178,NA,NA,NA,NA
20a,23,-38.798141,177.513249,F,br,138,144,133,155,NA,NA,255,255,259,269,89,93,166,178,NA,NA,223,233
21a,23,-38.798205,177.512296,F,bl,140,144,133,133,258,258,255,259,265,271,87,93,166,186,228,248,NA,NA
22a,23,-38.798654,177.511438,F,bl,138,140,133,149,264,278,255,259,257,265,85,91,NA,NA,NA,NA,NA,NA
231a,23,-38.799047,177.509458,M,bl,110,112,133,133,258,278,255,255,257,261,89,89,186,186,228,228,223,235
232a,23,-38.79696,177.508171,F,bl,NA,NA,133,133,NA,NA,NA,NA,255,265,89,91,186,186,228,228,223,233
233a,23,-38.79757,177.508948,F,bl,NA,NA,133,133,258,266,NA,NA,NA,NA,91,93,180,186,228,248,223,223
234a,23,-38.798185,177.509368,F,bl,144,144,133,153,NA,NA,255,255,NA,NA,87,91,178,178,228,228,223,235
235a,23,-38.798677,177.51107,F,bl,138,144,149,155,NA,NA,255,255,259,271,87,89,174,178,228,228,233,233
236a,23,-38.79806,177.515537,F,br,136,144,133,133,258,270,255,255,259,275,85,91,178,178,228,250,233,235
237a,23,-38.798124,177.515956,M,bl,138,138,133,153,258,278,255,255,263,265,91,93,178,180,228,248,223,233
238a,23,-38.798088,177.514352,M,br,140,140,133,133,NA,NA,255,255,261,269,85,87,NA,NA,228,248,NA,NA
24a,23,-38.798579,177.509681,M,br,110,138,133,155,258,278,255,255,259,269,87,87,178,186,228,248,231,235
26a,23,-38.796696,177.507543,M,bl,140,142,NA,NA,NA,NA,NA,NA,257,265,87,93,178,186,228,228,227,233
27a,23,-38.799014,177.509386,F,bl,NA,NA,133,149,NA,NA,255,255,263,269,85,91,178,182,228,228,223,227
28a,23,-38.800076,177.509673,M,bl,134,140,133,133,258,258,259,291,269,269,93,93,166,178,228,248,223,223
29a,23,-38.800162,177.509794,M,br,140,140,133,133,NA,NA,255,259,255,263,87,89,178,178,228,228,NA,NA
2a,23,-38.798838,177.51432,M,bl,140,144,133,133,258,258,255,255,263,269,85,89,182,186,NA,NA,223,233
31a,23,-38.800515,177.51067,M,br,142,144,133,133,256,278,255,255,257,275,85,87,186,186,228,228,223,231
36a,23,-38.801759,177.512283,F,bl,140,140,NA,NA,258,258,255,291,255,259,87,89,180,180,228,228,223,223
37a,23,-38.802012,177.512737,M,bl,NA,NA,133,133,NA,NA,NA,NA,NA,NA,89,91,166,178,228,228,227,233
39a,23,-38.797589,177.508937,F,bl,140,144,133,133,258,258,255,255,257,269,NA,NA,180,186,228,228,227,235
3a,23,-38.799002,177.514745,F,bl,140,140,133,153,258,270,NA,NA,257,263,87,93,178,186,228,248,223,227
41a,23,-38.798675,177.510909,F,bl,138,140,133,133,278,278,255,255,255,259,87,89,178,178,228,248,233,235
42a,23,-38.798275,177.511679,F,bl,138,144,133,149,NA,NA,NA,NA,257,265,89,89,166,180,228,248,223,235
4a,23,-38.799002,177.514745,F,bl,140,142,133,133,NA,NA,255,255,269,271,87,87,178,178,228,228,227,233
5a,23,-38.799271,177.515004,M,br,138,140,133,153,258,258,255,259,263,269,85,85,166,178,228,228,233,235
6a,23,-38.79918,177.515725,M,bl,138,140,NA,NA,258,266,255,259,265,269,89,93,178,178,228,228,233,233
7a,23,-38.799142,177.515538,M,br,138,144,133,149,258,270,255,291,255,263,89,91,166,178,248,248,223,233
8a,23,-38.798946,177.516609,F,br,138,142,133,133,270,278,255,255,261,269,89,89,166,186,228,250,233,233
6635,24,-39.110238,177.206986,M,gr,136,140,133,133,NA,NA,NA,NA,NA,NA,89,89,166,186,228,228,233,233
6636,24,-39.108679,177.208431,F,bl,138,140,133,133,NA,NA,255,255,261,261,89,89,166,166,248,248,223,233
6637,24,-39.110845,177.21134,F,gr,138,142,133,133,NA,NA,NA,NA,219,219,87,89,166,166,NA,NA,223,233
6638,24,-39.110329,177.210892,F,gr,138,138,133,153,266,278,NA,NA,219,269,89,91,166,166,228,248,223,229
6639,24,-39.109523,177.210496,F,bl,136,138,133,133,NA,NA,255,255,NA,NA,NA,NA,166,178,228,248,223,235
6640,24,-39.109515,177.210484,F,bl,138,138,133,155,NA,NA,255,255,NA,NA,85,89,166,166,228,228,223,235
6641,24,-39.108721,177.210494,F,gr,138,138,133,155,NA,NA,255,299,241,241,89,89,166,168,228,248,223,223
6642,24,-39.108139,177.213827,F,bl,138,140,133,153,276,276,255,255,257,261,85,91,166,186,NA,NA,223,229
6643,24,-39.108139,177.210366,M,bl,136,138,133,149,276,278,NA,NA,219,241,NA,NA,166,178,NA,NA,NA,NA
6644,24,-39.107321,177.21056,M,bl,140,144,145,153,258,278,NA,NA,249,269,NA,NA,186,186,NA,NA,223,235
6645,24,-39.107022,177.210577,F,bl,138,144,145,145,276,276,255,255,249,269,89,89,166,186,228,228,227,235
6646,24,-39.104889,177.210714,M,bl,126,144,133,133,NA,NA,259,259,243,243,87,89,166,166,NA,NA,223,223
6648,24,-39.102,177.210563,M,bl,138,138,133,133,264,276,NA,NA,219,257,83,85,166,186,228,228,NA,NA
6649,24,-39.104889,177.210714,F,gr,138,140,NA,NA,NA,NA,255,255,259,269,NA,NA,166,180,228,248,NA,NA
6650,24,-39.099407,177.213404,M,bl,126,140,133,133,264,276,NA,NA,219,265,89,89,166,166,228,228,233,235
6652,24,-39.099885,177.215851,F,bl,138,138,133,153,258,258,255,255,257,269,87,89,166,186,228,248,223,233
6653,24,-39.100271,177.216407,M,bl,138,138,133,133,NA,NA,255,299,241,261,89,93,186,186,228,228,229,235
6654,24,-39.101374,177.217052,M,bl,138,138,133,147,266,276,255,255,255,257,89,89,180,186,228,228,233,233
6655,24,-39.101383,177.217065,M,bl,124,138,133,133,NA,NA,259,259,219,219,87,89,186,186,228,248,233,233
6656,24,-39.101116,177.217442,F,gr,140,140,133,133,266,278,255,255,219,271,89,89,166,186,NA,NA,233,235
6657,24,-39.100075,177.217553,F,bl,140,144,133,133,276,276,255,255,257,269,87,89,166,178,228,228,223,233
6658,24,-39.100486,177.218411,F,bl,138,140,133,153,258,278,255,259,219,255,89,89,NA,NA,228,248,233,235
6660,24,-39.100698,177.210426,M,bl,142,144,133,133,276,276,NA,NA,241,269,85,89,NA,NA,NA,NA,NA,NA
6661,24,-39.098814,177.21309,F,gr,126,144,133,153,NA,NA,255,255,269,269,NA,NA,166,186,228,228,229,231
6664,24,-39.099448,177.215235,F,bl,136,138,133,145,NA,NA,255,255,NA,NA,89,89,166,166,248,248,233,235
6666,24,-39.101245,177.217137,F,bl,126,138,133,153,258,264,NA,NA,241,255,87,91,180,186,228,228,223,233
6667,24,-39.100706,177.217568,F,bl,136,140,133,133,258,276,255,255,219,257,89,89,166,180,NA,NA,233,235
6668,24,-39.100983,177.219355,F,gr,126,144,133,133,258,278,255,255,261,269,87,87,166,178,NA,NA,223,227
6669,24,-39.098663,177.211565,F,bl,126,138,133,133,264,266,287,299,219,257,87,89,166,182,228,228,223,227
6671,24,-39.099655,177.211301,F,bl,130,138,133,133,264,276,255,299,267,269,89,89,186,186,228,228,223,235
6672,24,-39.111563,177.20651,M,bl,138,138,133,133,264,276,255,295,219,255,NA,NA,NA,NA,228,248,NA,NA
6673,24,-39.110296,177.207128,F,bl,138,142,133,133,258,264,NA,NA,261,261,83,89,166,166,228,228,NA,NA
6674,24,-39.110296,177.207128,M,bl,138,138,133,133,NA,NA,255,255,NA,NA,87,95,166,176,228,230,NA,NA
6675,24,-39.108626,177.208405,M,bl,126,146,133,153,258,264,255,255,239,257,89,91,166,166,NA,NA,223,229
6676,24,-39.109489,177.209464,F,bl,138,140,133,149,258,278,NA,NA,241,257,89,89,166,166,NA,NA,223,233
6677,24,-39.108404,177.212975,M,bl,126,138,133,133,276,276,255,255,219,219,85,89,166,178,NA,NA,223,225
6679,24,-39.108008,177.210497,F,bl,136,138,133,149,278,278,287,299,219,257,NA,NA,166,186,228,228,223,227
6680,24,-39.109935,177.212072,M,bl,136,138,133,149,258,264,NA,NA,241,255,75,83,166,166,NA,NA,223,235
6681,24,-39.110457,177.211351,F,bl,126,126,133,145,264,278,221,251,257,269,89,89,180,180,228,228,227,233
6682,24,-39.110882,177.211307,F,gr,138,144,133,133,NA,NA,255,255,NA,NA,75,83,166,186,228,228,223,233
6683,24,-39.110882,177.211307,F,bl,138,142,133,133,266,276,255,259,257,257,85,89,166,186,228,228,223,233
6685,24,-39.109742,177.210695,F,bl,136,138,NA,NA,NA,NA,255,295,NA,NA,89,89,166,176,228,248,233,235
6686,24,-39.109742,177.210695,M,gr,138,144,133,133,276,276,NA,NA,257,257,89,89,166,186,230,248,223,223
6687,24,-39.110453,177.210957,M,gr,138,142,133,133,258,278,NA,NA,255,255,87,89,166,166,228,228,223,223
6688,24,-39.109009,177.210257,M,bl,136,140,133,133,NA,NA,255,255,NA,NA,89,89,NA,NA,230,248,233,235
6689,24,-39.108751,177.21016,M,bl,126,136,133,145,NA,NA,255,255,NA,NA,85,89,166,180,228,248,229,235
6690,24,-39.107908,177.210294,M,bl,136,138,133,133,258,258,255,255,NA,NA,87,89,180,186,228,248,223,233
6691,24,-39.106741,177.210386,M,bl,138,140,133,133,264,278,255,255,265,265,87,89,166,166,248,250,223,223
6692,24,-39.10715,177.210283,F,bl,136,140,133,133,NA,NA,NA,NA,219,241,NA,NA,166,176,NA,NA,223,223
6693,24,-39.104228,177.210547,F,bl,138,144,133,133,NA,NA,255,255,269,269,87,87,178,186,228,254,223,223
6694,24,-39.104228,177.210547,F,gr,126,142,149,153,NA,NA,255,255,NA,NA,NA,NA,166,166,228,248,227,235
6695,24,-39.103815,177.210742,F,bl,130,138,133,133,276,278,255,255,259,269,87,89,164,186,228,228,223,223
6696,24,-39.102964,177.210829,M,bl,126,140,133,153,264,278,259,287,219,257,83,89,NA,NA,228,228,233,233
6698,24,-39.101966,177.210746,F,bl,126,138,133,153,276,276,255,259,219,269,89,93,178,186,228,228,223,223
6699,24,-39.100681,177.210865,M,bl,136,138,133,153,258,278,NA,NA,255,257,87,89,166,186,NA,NA,223,235
6700,24,-39.100299,177.211224,F,bl,138,138,133,133,258,266,NA,NA,239,255,89,91,178,180,NA,NA,233,235
6607a,24,-39.101966,177.210746,M,bl,138,138,133,153,276,276,255,255,269,269,89,89,176,186,228,228,223,223
5232,25,-39.088035,177.236218,F,gr,136,140,133,133,NA,NA,NA,NA,219,261,87,89,178,186,228,242,NA,NA
6511,25,-39.086288,177.243471,M,br,NA,NA,133,133,266,270,255,255,NA,NA,85,89,166,180,228,254,223,223
6512,25,-39.087667,177.238857,M,br,136,138,145,153,278,278,255,299,253,255,NA,NA,NA,NA,NA,NA,NA,NA
6513,25,-39.088155,177.238598,M,bl,138,138,133,153,270,276,255,255,257,257,85,89,166,166,220,228,223,223
6514,25,-39.088601,177.238243,M,bl,136,138,133,153,NA,NA,NA,NA,219,219,87,89,166,186,228,228,229,233
6516,25,-39.088945,177.23794,F,bl,136,138,133,145,264,278,287,299,219,273,89,89,NA,NA,228,228,229,233
6534,25,-39.088289,177.232022,F,bl,126,144,133,145,274,276,255,255,219,257,89,91,164,166,228,230,223,223
6535,25,-39.088102,177.23098,M,gr,NA,NA,133,133,NA,NA,255,255,255,265,85,89,166,166,228,248,229,233
6537,25,-39.084082,177.247283,F,bl,142,144,133,133,258,270,255,259,NA,NA,89,91,176,186,248,248,223,227
6538,25,-39.08408,177.247352,F,bl,136,138,133,145,258,278,255,255,259,263,87,89,166,180,228,248,229,235
6539,25,-39.084324,177.24783,M,bl,NA,NA,NA,NA,NA,NA,NA,NA,219,265,85,91,178,180,220,244,229,229
6662,25,-39.089822,177.235922,M,gr,138,140,133,153,278,278,255,255,259,265,83,89,166,186,228,248,223,235
6663,25,-39.091674,177.235849,M,bl,144,144,133,149,258,272,255,255,255,269,89,91,166,166,220,228,223,229
6670,25,-39.09091,177.236508,M,gr,138,138,133,145,276,276,NA,NA,257,263,87,89,166,166,228,228,NA,NA
7578,25,-39.087395,177.227408,M,br,136,140,133,133,276,276,255,299,259,271,87,87,166,182,NA,NA,223,235
7579,25,-39.087591,177.227223,M,gr,138,144,133,133,276,278,NA,NA,NA,NA,85,89,166,176,248,248,NA,NA
7582,25,-39.086075,177.246062,F,gr,138,142,133,133,258,266,259,287,269,269,85,89,166,166,228,228,223,223
7592,25,-39.086235,177.245157,M,br,138,138,NA,NA,NA,NA,255,255,265,271,89,89,180,186,248,248,233,235
7599,25,-39.089288,177.237197,M,br,136,138,133,139,276,278,255,255,219,269,89,89,180,186,228,248,223,227
7702,25,-39.085081,177.248316,F,bl,136,138,133,153,258,266,255,255,257,257,89,89,166,180,228,252,229,229
7713,25,-39.084286,177.243963,F,bl,138,138,NA,NA,NA,NA,255,287,257,269,83,89,166,180,228,250,229,233
7715,25,-39.085418,177.247017,F,bl,NA,NA,133,149,258,276,255,255,NA,NA,89,89,166,178,228,242,229,229
7717,25,-39.087632,177.231496,F,bl,138,138,133,133,270,270,NA,NA,219,269,85,85,166,166,228,248,229,229
7718,25,-39.087501,177.238963,M,br,138,138,133,149,276,278,255,255,249,267,89,91,166,166,228,228,229,235
7719,25,-39.087851,177.237549,M,bl,142,142,133,149,258,266,255,255,219,219,89,91,166,178,228,228,223,235
7720,25,-39.087763,177.234535,M,bl,136,138,133,133,264,278,255,255,259,259,89,89,166,186,228,254,223,233
7721,25,-39.087681,177.232112,M,gr,NA,NA,133,149,266,278,255,255,NA,NA,NA,NA,166,186,NA,NA,223,235
7722,25,-39.086103,177.252624,M,gr,140,142,133,145,264,276,255,255,219,255,75,89,166,176,228,248,229,233
7724,25,-39.083883,177.24756,F,bl,138,138,133,149,258,258,255,255,257,263,87,87,166,166,228,248,233,235
7725,25,-39.087706,177.235122,F,gr,138,140,133,149,258,266,255,255,NA,NA,89,91,180,186,228,248,223,235
7726,25,-39.087062,177.22689,M,br,NA,NA,133,133,NA,NA,255,255,NA,NA,85,89,166,166,228,228,229,233
7727,25,-39.085718,177.251328,M,br,138,138,133,133,258,264,255,255,257,257,NA,NA,NA,NA,NA,NA,NA,NA
7728,25,-39.087799,177.230869,M,br,138,138,139,153,264,278,255,255,257,269,85,91,166,186,228,228,233,233
7729,25,-39.084976,177.248957,F,bl,138,138,133,133,264,278,255,287,257,265,89,91,166,186,240,254,223,233
7730,25,-39.085237,177.250211,F,gr,NA,NA,133,133,NA,NA,255,255,NA,NA,85,89,166,186,228,248,223,229
7732,25,-39.085247,177.247238,M,bl,138,138,133,153,264,278,255,287,257,269,83,89,166,178,228,228,223,223
7733,25,-39.087778,177.233888,M,bl,140,144,133,133,264,270,255,287,257,265,83,89,166,166,228,228,223,227
7734,25,-39.085512,177.24936,M,gr,NA,NA,133,149,264,276,NA,NA,NA,NA,85,85,166,166,228,248,223,229
7735,25,-39.082563,177.24277,M,br,140,144,133,153,258,264,255,259,257,265,89,89,186,186,228,248,NA,NA
7736,25,-39.084138,177.243098,F,bl,140,142,133,145,264,276,255,287,241,265,NA,NA,NA,NA,NA,NA,NA,NA
7737,25,-39.084769,177.247741,M,br,136,140,133,133,276,276,255,299,255,269,85,89,166,166,228,228,223,229
7738,25,-39.085804,177.247052,F,gr,138,140,133,133,258,276,255,259,241,257,87,91,166,182,228,228,223,229
7740,25,-39.087706,177.233143,M,bl,138,144,133,153,264,266,255,255,249,269,87,89,166,186,228,250,223,235
7741,25,-39.087613,177.238611,M,gr,138,140,133,153,276,278,255,255,219,257,87,89,166,166,228,228,223,235
7752,25,-39.08408,177.247352,M,bl,126,138,133,149,NA,NA,NA,NA,255,261,87,87,166,186,228,248,223,223
7753,25,-39.08408,177.247352,M,bl,138,142,133,133,258,278,255,299,219,269,87,89,180,186,220,220,223,233
6601,26,-39.062911,177.281206,M,Bl,138,144,133,133,NA,NA,NA,NA,257,263,87,89,166,166,228,228,223,223
6602,26,-39.057288,177.272614,M,Bl,138,142,133,145,258,276,255,299,255,261,NA,NA,NA,NA,228,228,223,223
6603,26,-39.053849,177.274404,M,Gr,NA,NA,133,145,NA,NA,255,255,NA,NA,89,91,166,178,228,232,223,235
6604,26,-39.062393,177.296304,M,Bl,138,140,133,133,258,266,255,255,261,269,83,91,166,168,228,228,229,235
6605,26,-39.062516,177.286977,F,Bl,138,140,133,149,NA,NA,NA,NA,255,269,85,89,166,166,248,248,233,233
6606,26,-39.054357,177.290524,M,Bl,138,138,133,133,258,270,255,287,255,261,83,91,166,180,242,250,233,233
6608,26,-39.051648,177.295446,F,Bl,138,142,151,151,276,278,255,255,241,257,89,89,166,168,228,228,235,235
6609,26,-39.051099,177.28527,F,br,138,140,133,133,264,278,255,255,255,261,89,91,166,176,228,248,223,223
