ind,pop,lat,long,sex,color,AT16a,AT16b,AT58a,AT58b,AT19a,AT19b,AM5_64a,AM5_64b,AT53a,AT53b,B38_1a,B38_1b,CorAT64a,CorAT64b,PnMs16a,PnMs16b,TvM1a,TvM1b
6858,9,-38.94859,177.281346,M,br,140,144,133,153,258,264,NA,NA,255,259,89,91,166,166,228,250,223,223
6859,9,-38.95112,177.27978,F,bl,142,144,133,139,264,276,NA,NA,255,265,87,89,180,180,248,248,231,235
6860,9,-38.950515,177.280031,M,br,136,140,133,133,258,276,255,299,253,257,87,89,NA,NA,228,250,229,235
6861,9,-38.952767,177.279384,F,gr,138,138,133,149,264,278,255,255,255,265,91,91,166,166,248,248,223,233
6863,9,-38.945801,177.27562,F,br,138,140,NA,NA,NA,NA,255,255,259,261,85,91,166,166,228,250,223,233
6864,9,-38.94564,177.275564,F,gr,138,140,133,133,258,278,NA,NA,267,269,91,91,166,166,228,248,233,235
6866,9,-38.94798,177.274749,F,bl,134,138,NA,NA,NA,NA,255,291,255,255,87,89,166,166,228,228,223,223
6867,9,-38.946017,177.275137,M,gr,NA,NA,NA,NA,NA,NA,255,255,NA,NA,89,91,166,166,248,248,223,235
6868,9,-38.946757,177.275367,F,bl,138,140,133,149,266,278,NA,NA,259,271,85,87,166,166,228,228,227,235
6869,9,-38.946955,177.275379,M,bl,138,138,133,133,258,276,NA,NA,257,261,85,91,166,166,228,228,223,233
6870,9,-38.949939,177.273956,F,br,138,140,133,153,270,278,255,255,261,265,87,89,166,166,228,248,231,233
6872,9,-38.950256,177.271977,M,br,138,138,133,149,258,276,255,255,257,269,89,89,166,166,228,248,223,235
6873,9,-38.950102,177.271517,M,br,138,138,133,153,276,278,255,255,257,269,85,89,166,166,228,228,223,223
6874,9,-38.950515,177.266473,M,br,138,144,133,145,276,296,255,291,255,257,89,89,166,166,248,250,223,227
6875,9,-38.94952,177.266308,M,br,138,140,133,133,258,278,255,255,219,259,89,91,164,164,228,228,NA,NA
6876,9,-38.949212,177.266347,M,br,138,144,145,153,258,276,255,255,255,259,89,91,166,166,220,228,223,235
6877,9,-38.950113,177.262487,F,bl,138,140,133,133,258,278,255,255,257,265,89,91,166,166,228,248,231,233
6878,9,-38.94983,177.263324,F,br,138,138,133,153,276,278,NA,NA,255,269,89,91,166,166,228,248,223,235
6879,9,-38.949489,177.264239,M,bl,140,144,133,133,264,278,255,255,255,269,87,89,166,166,228,248,223,233
6880,9,-38.949396,177.264302,M,bl,142,144,133,153,264,278,255,255,255,265,85,91,166,166,228,228,223,231
6881,9,-38.94888,177.264848,F,br,140,140,NA,NA,NA,NA,255,263,265,269,89,89,166,166,NA,NA,233,235
6882,9,-38.948489,177.281155,F,bl,138,144,133,133,270,276,255,255,219,255,89,89,166,166,228,250,233,235
6885,9,-38.950531,177.280102,M,gr,138,140,133,133,258,278,255,255,257,269,87,87,166,166,228,248,223,223
6886,9,-38.951389,177.279577,F,bl,136,144,133,149,264,296,255,291,257,259,89,89,166,166,228,228,233,235
6887,9,-38.951374,177.278779,M,br,136,138,133,133,258,278,255,255,219,251,89,91,166,166,228,228,223,233
6888,9,-38.951533,177.278846,F,bl,138,140,133,149,258,278,255,255,255,265,89,91,166,166,228,250,231,235
6890,9,-38.953139,177.279314,F,bl,138,138,133,145,258,264,255,255,265,265,85,91,NA,NA,228,248,223,229
6891,9,-38.953289,177.279404,M,gr,144,144,NA,NA,256,266,255,255,255,257,89,89,166,166,228,228,223,223
7601,10,-38.936121,177.196591,F,bl,NA,NA,133,149,NA,NA,NA,NA,NA,NA,85,89,166,178,228,248,235,235
7602,10,-38.937239,177.195365,F,bl,138,140,149,155,NA,NA,NA,NA,257,259,85,89,NA,NA,NA,NA,223,235
7603,10,-38.933605,177.19435,F,bl,138,142,133,133,264,278,255,255,255,269,87,91,166,178,228,250,227,235
7604,10,-38.929883,177.196517,F,gr,138,142,133,145,256,258,255,255,241,253,87,89,166,176,228,248,223,229
7605,10,-38.928576,177.193795,M,br,138,138,133,133,258,258,255,259,257,271,87,91,166,180,248,248,235,235
7606,10,-38.936952,177.196052,M,bl,136,138,133,145,258,278,255,259,255,261,87,87,182,186,228,228,231,233
7607,10,-38.932671,177.193521,F,bl,138,140,133,133,NA,NA,NA,NA,257,271,89,89,166,166,228,248,223,223
7608,10,-38.935735,177.196522,M,bl,144,144,149,155,NA,NA,NA,NA,257,269,85,89,166,186,228,228,233,235
7609,10,-38.937177,177.19483,F,bl,138,138,133,133,NA,NA,255,255,269,269,87,87,166,182,228,244,NA,NA
7610,10,-38.937263,177.195182,F,bl,138,142,133,149,258,270,255,259,255,261,85,89,166,166,228,228,223,235
7611,10,-38.937167,177.195592,F,bl,138,140,133,155,258,284,255,255,259,269,NA,NA,NA,NA,NA,NA,NA,NA
7612,10,-38.935355,177.195829,M,br,138,140,133,149,258,276,255,259,NA,NA,85,89,166,186,248,248,NA,NA
7613,10,-38.932281,177.193567,M,br,138,140,133,149,258,278,255,259,265,271,85,89,166,186,228,250,223,235
7614,10,-38.937323,177.194793,M,bl,138,140,133,149,258,258,NA,NA,255,265,NA,NA,NA,NA,NA,NA,233,235
7615,10,-38.927404,177.191554,M,gr,138,138,133,149,NA,NA,NA,NA,265,269,85,91,NA,NA,228,228,231,235
7616,10,-38.927108,177.190532,F,bl,140,142,133,133,NA,NA,255,255,255,263,89,91,166,186,228,248,223,233
7618,10,-38.928217,177.196706,M,gr,138,140,133,133,272,278,255,259,257,269,83,91,166,182,228,228,235,235
7619,10,-38.927848,177.197423,M,br,138,140,133,149,NA,NA,NA,NA,NA,NA,87,89,166,166,248,250,223,223
7620,10,-38.928813,177.198139,M,br,138,142,133,149,258,258,255,255,255,265,85,89,166,176,248,250,233,235
7622,10,-38.93579,177.196514,M,bl,NA,NA,149,149,258,276,255,255,NA,NA,87,89,NA,NA,228,228,223,227
7624,10,-38.935155,177.195632,F,bl,NA,NA,133,149,258,276,255,255,255,257,87,89,166,166,228,228,233,235
7626,10,-38.932781,177.193458,M,gr,NA,NA,133,133,258,264,255,255,NA,NA,75,93,NA,NA,228,250,223,223
7627,10,-38.932185,177.192245,F,bl,138,144,133,133,258,276,255,255,255,257,89,89,166,180,228,228,223,235
7628,10,-38.932095,177.191512,M,bl,NA,NA,133,149,NA,NA,NA,NA,NA,NA,91,91,166,166,228,250,223,233
7629,10,-38.932384,177.191264,M,br,138,144,133,133,258,264,255,255,261,261,85,89,166,186,228,228,223,235
7630,10,-38.933178,177.191981,M,gr,140,142,133,133,258,278,255,259,255,255,89,93,166,166,248,248,223,233
7632,10,-38.930677,177.193297,M,br,138,144,133,133,264,270,255,255,261,265,89,89,166,182,228,228,223,233
7633,10,-38.930329,177.195666,F,bl,138,144,NA,NA,258,278,255,255,265,265,85,91,166,166,228,250,223,223
7636,10,-38.927771,177.198272,M,br,144,144,NA,NA,258,266,255,299,259,269,85,91,166,182,248,252,227,235
7637,10,-38.92807,177.194307,F,gr,NA,NA,133,133,264,264,NA,NA,NA,NA,85,89,178,186,228,228,223,231
7638,10,-38.928482,177.193651,F,bl,140,140,133,149,256,258,255,255,255,269,NA,NA,NA,NA,NA,NA,NA,NA
7639,10,-38.926532,177.191236,F,bl,136,138,149,155,270,278,255,259,257,259,NA,NA,166,166,NA,NA,223,223
7640,10,-38.928569,177.19324,M,gr,138,140,153,155,258,284,255,291,259,269,87,89,166,166,228,228,227,229
7641,10,-38.928565,177.194071,F,bl,138,144,133,133,264,270,255,259,269,271,85,89,178,178,228,248,229,235
7642,10,-38.928359,177.194278,F,bl,138,138,NA,NA,258,276,255,299,255,265,87,87,180,186,228,248,223,233
7644,10,-38.935556,177.196257,M,bl,138,140,NA,NA,264,264,NA,NA,NA,NA,87,87,166,186,228,248,229,249
7646,10,-38.936501,177.196556,F,bl,130,142,NA,NA,258,278,255,259,255,257,87,89,166,178,228,250,227,229
7648,10,-38.937299,177.194953,F,bl,138,142,133,133,276,278,255,255,255,265,85,91,166,180,228,228,227,231
7649,10,-38.935003,177.195577,F,bl,138,144,133,153,258,264,255,255,253,255,87,89,166,178,228,228,233,235
7650,10,-38.937254,177.194708,F,gr,138,138,133,149,264,278,255,255,269,269,85,91,166,178,228,228,229,231
7651,10,-38.936608,177.196817,M,br,138,140,133,133,258,278,259,259,261,269,85,89,NA,NA,228,250,223,223
7652,10,-38.935046,177.192197,M,bl,138,138,NA,NA,256,256,255,255,257,269,85,89,166,182,228,248,223,233
7653,10,-38.933888,177.192554,M,gr,138,138,NA,NA,256,256,255,255,259,259,85,85,166,178,228,228,223,235
7654,10,-38.931757,177.193362,M,bl,138,144,133,153,258,258,255,255,265,269,87,87,166,178,248,250,223,223
7656,10,-38.932991,177.191173,F,gr,NA,NA,149,149,276,278,255,255,255,257,85,85,166,178,NA,NA,235,235
7657,10,-38.932157,177.192035,M,br,138,144,133,133,264,278,255,255,259,271,87,89,178,186,228,250,223,235
7658,10,-38.931728,177.19291,M,br,140,142,133,149,258,264,255,299,265,265,87,89,166,186,228,250,227,235
7659,10,-38.934502,177.19572,F,bl,138,140,NA,NA,258,278,255,255,265,265,89,89,186,186,228,228,223,223
7660,10,-38.935463,177.196078,M,br,138,140,133,149,NA,NA,255,259,261,269,85,91,166,180,228,248,227,233
7661,10,-38.931184,177.193004,M,bl,NA,NA,133,145,266,270,NA,NA,NA,NA,85,91,180,180,NA,NA,223,223
6433,11,-38.895946,177.216709,M,bl,138,138,133,153,264,264,259,259,265,269,NA,NA,166,166,NA,NA,223,233
6434,11,-38.89775,177.214717,F,br,138,138,149,149,258,270,255,255,259,267,87,91,166,186,228,248,233,235
6435,11,-38.898112,177.21617,F,gr,NA,NA,133,145,NA,NA,NA,NA,NA,NA,87,91,166,166,228,228,233,235
6436,11,-38.891556,177.221799,F,bl,140,144,133,133,258,258,255,259,255,265,91,91,178,186,NA,NA,223,223
6438,11,-38.89371,177.224041,M,br,138,140,145,153,258,258,255,259,255,259,85,85,166,182,248,250,233,233
6439,11,-38.894206,177.223782,M,br,138,144,133,153,258,278,NA,NA,257,271,NA,NA,166,186,NA,NA,235,235
6440,11,-38.895841,177.222992,M,br,136,138,133,133,264,278,255,255,257,269,NA,NA,NA,NA,NA,NA,NA,NA
6442,11,-38.893604,177.23082,M,br,140,144,133,145,258,258,255,255,257,269,87,89,166,166,248,248,223,223
6443,11,-38.892317,177.232231,F,br,NA,NA,133,133,258,264,NA,NA,NA,NA,85,89,166,186,228,248,233,235
6444,11,-38.893098,177.235971,M,br,142,144,133,149,258,266,259,299,255,255,87,89,166,184,228,228,223,235
6452,11,-38.896674,177.223135,F,bl,138,140,133,133,276,278,255,255,255,255,87,89,166,186,228,228,223,249
6453,11,-38.891202,177.235302,F,bl,136,140,133,149,278,278,255,255,257,265,87,89,178,178,248,250,233,233
6454,11,-38.892822,177.236369,M,bl,138,138,NA,NA,258,258,255,255,255,261,NA,NA,166,166,NA,NA,223,233
6455,11,-38.895162,177.234792,F,bl,142,144,133,149,258,276,255,255,255,269,NA,NA,166,166,NA,NA,223,235
6456,11,-38.895652,177.233009,M,br,138,142,133,133,264,276,255,259,255,257,NA,NA,166,182,NA,NA,223,233
6457,11,-38.893691,177.231391,F,bl,140,144,133,133,258,264,255,255,255,269,NA,NA,NA,NA,NA,NA,NA,NA
6459,11,-38.895509,177.233705,M,bl,138,138,133,149,NA,NA,255,259,NA,NA,87,89,166,186,228,228,223,223
6460,11,-38.89507,177.236067,M,br,138,142,133,133,258,278,255,255,257,269,89,89,178,186,228,248,223,223
6461,11,-38.895307,177.23405,M,bl,144,144,133,149,264,278,259,299,255,255,87,91,178,180,228,228,223,235
6462,11,-38.892935,177.232337,M,bl,136,138,149,149,NA,NA,255,259,NA,NA,89,91,NA,NA,228,248,231,233
6463,11,-38.893146,177.234912,F,bl,136,142,133,155,258,278,255,259,NA,NA,87,87,178,180,248,250,223,223
6464,11,-38.891809,177.235951,F,bl,138,142,133,149,NA,NA,NA,NA,NA,NA,89,91,166,182,NA,NA,223,233
6465,11,-38.892081,177.231766,F,bl,138,140,133,133,256,260,255,259,259,259,87,91,182,182,228,228,223,249
6466,11,-38.89261,177.226467,M,bl,138,138,155,155,NA,NA,NA,NA,255,269,87,89,180,182,228,250,233,235
6468,11,-38.891591,177.223786,M,br,136,138,133,149,258,284,255,259,NA,NA,85,87,166,186,NA,NA,223,223
6469,11,-38.895092,177.212215,M,bl,NA,NA,133,133,264,270,255,259,NA,NA,85,91,166,182,NA,NA,233,233
6470,11,-38.895664,177.210645,F,bl,134,140,133,149,264,278,255,255,257,267,89,89,166,186,228,228,233,235
6471,11,-38.895098,177.212284,M,bl,138,138,NA,NA,258,276,255,255,259,269,89,89,186,186,250,250,235,235
6472,11,-38.895579,177.206058,M,bl,NA,NA,133,149,258,278,255,255,NA,NA,89,91,178,186,NA,NA,223,235
6473,11,-38.895439,177.203754,M,bl,NA,NA,133,155,278,278,255,255,NA,NA,85,91,NA,NA,NA,NA,223,223
6474,11,-38.891216,177.222933,M,br,138,142,NA,NA,256,256,255,255,257,265,89,91,180,180,228,248,223,223
6475,11,-38.893114,177.224305,F,bl,NA,NA,133,149,278,278,NA,NA,NA,NA,85,89,NA,NA,228,228,223,235
6476,11,-38.891784,177.221224,F,bl,138,140,133,149,258,278,255,259,269,269,89,89,186,186,248,250,233,235
6477,11,-38.896471,177.216406,F,bl,134,140,133,153,258,258,NA,NA,257,257,89,89,178,186,220,248,223,223
6478,11,-38.897377,177.21481,M,br,138,140,149,149,258,264,255,255,259,265,89,89,166,178,228,248,233,235
6479,11,-38.894781,177.216985,M,bl,136,144,133,133,258,258,255,299,257,261,87,87,178,186,228,248,223,223
6480,11,-38.892547,177.236745,M,bl,140,144,NA,NA,256,256,255,255,255,265,85,89,166,182,228,248,223,223
6481,11,-38.893243,177.235483,M,bl,NA,NA,133,149,264,278,255,255,NA,NA,87,89,166,166,228,248,223,233
6483,11,-38.892716,177.234367,F,br,140,144,133,149,258,270,255,255,255,269,87,89,166,166,228,228,223,223
6484,11,-38.894758,177.216868,M,bl,144,144,133,133,NA,NA,255,255,NA,NA,89,91,180,186,228,250,233,233
6485,11,-38.895069,177.217014,M,bl,134,144,145,149,NA,NA,255,255,255,257,85,89,166,186,228,248,223,223
6486,11,-38.897233,177.216036,M,bl,144,144,149,155,258,278,255,255,257,265,89,91,166,186,228,248,233,233
6487,11,-38.897627,177.216106,M,bl,138,140,133,149,258,264,255,255,257,271,NA,NA,166,186,NA,NA,223,227
6488,11,-38.894366,177.217237,M,br,138,140,133,133,264,266,255,259,NA,NA,NA,NA,166,186,NA,NA,NA,NA
6489,11,-38.893774,177.218875,M,bl,138,144,133,133,278,278,255,255,255,257,89,91,166,186,NA,NA,231,233
6490,11,-38.892799,177.219624,M,bl,138,144,NA,NA,256,256,255,255,257,261,87,91,166,166,228,248,NA,NA
6491,11,-38.89126,177.222728,F,bl,140,142,NA,NA,NA,NA,NA,NA,NA,NA,85,89,166,186,228,248,223,223
6492,11,-38.891956,177.224397,M,br,138,142,NA,NA,NA,NA,NA,NA,NA,NA,89,89,178,186,248,248,223,235
6493,11,-38.893381,177.229052,M,bl,138,138,133,133,258,264,255,255,NA,NA,87,89,186,186,228,228,233,235
6494,11,-38.892328,177.225065,M,bl,140,142,133,133,258,258,255,259,NA,NA,87,89,166,186,228,228,NA,NA
6495,11,-38.896388,177.223314,F,br,138,144,133,155,NA,NA,NA,NA,255,265,87,89,166,178,248,248,227,235
6496,11,-38.894805,177.222941,F,bl,142,144,133,133,278,278,255,259,255,265,NA,NA,180,186,NA,NA,223,233
6497,11,-38.892824,177.226792,M,bl,138,140,133,133,278,278,255,255,257,269,NA,NA,166,186,NA,NA,223,233
6498,11,-38.894221,177.232184,M,gr,140,142,133,149,264,278,255,255,269,269,87,91,178,186,228,242,229,233
6499,11,-38.891882,177.232758,F,bl,138,138,NA,NA,270,278,NA,NA,NA,NA,89,89,180,186,250,250,233,235
6500,11,-38.893098,177.232324,F,bl,138,138,133,149,264,278,255,255,NA,NA,89,89,186,186,228,248,223,233
7441,12,-38.857485,177.222999,M,bl,136,144,149,149,258,278,255,255,255,269,91,91,166,186,248,250,231,231
7442,12,-38.856614,177.222162,F,br,138,138,133,155,258,278,255,255,255,269,85,91,186,186,228,248,223,223
7443,12,-38.8568,177.223003,M,br,138,138,149,149,258,278,255,255,255,257,NA,NA,166,180,NA,NA,233,235
7444,12,-38.8567,177.222513,F,bl,136,142,133,133,264,270,255,255,255,269,NA,NA,166,182,228,248,223,235
7445,12,-38.856581,177.221837,F,bl,138,144,153,155,258,258,259,259,NA,NA,85,85,180,180,228,248,NA,NA
7446,12,-38.854854,177.221214,M,bl,138,142,133,153,258,258,255,255,257,261,87,87,178,180,228,250,223,227
7447,12,-38.854611,177.220957,M,br,142,146,133,149,278,278,255,259,269,269,85,91,178,186,248,248,223,231
7448,12,-38.858243,177.224221,F,br,138,140,133,133,258,278,255,255,NA,NA,89,89,178,180,220,248,NA,NA
7449,12,-38.856521,177.22151,F,br,144,144,133,133,276,278,255,255,265,269,89,89,166,186,228,248,223,233
7450,12,-38.856581,177.221837,M,br,138,144,133,133,258,258,255,259,255,269,83,87,166,166,220,250,231,231
7451,12,-38.856647,177.222256,F,bl,144,144,133,153,NA,NA,255,255,265,265,NA,NA,166,178,228,250,223,223
7452,12,-38.857709,177.223543,F,bl,138,144,133,133,258,278,255,255,269,269,NA,NA,166,178,228,250,223,223
7453,12,-38.858293,177.224316,M,bl,140,144,133,149,258,258,255,259,NA,NA,NA,NA,166,182,228,248,NA,NA
7454,12,-38.861625,177.219557,F,bl,144,144,133,149,258,278,255,255,NA,NA,87,89,186,186,248,248,NA,NA
7455,12,-38.864341,177.218544,F,bl,140,140,133,149,NA,NA,255,255,NA,NA,85,91,178,186,228,248,NA,NA
7456,12,-38.863122,177.218586,M,bl,136,140,149,149,258,270,255,255,257,261,89,91,166,176,228,228,223,235
7457,12,-38.862883,177.21871,F,bl,138,140,133,149,258,270,255,287,255,269,NA,NA,180,186,228,228,223,233
7458,12,-38.862726,177.218816,M,br,144,144,133,155,258,258,255,259,269,271,87,87,166,186,248,248,NA,NA
7460,12,-38.859709,177.219672,F,bl,140,144,133,149,258,258,255,255,255,265,89,91,166,166,228,248,227,235
7462,12,-38.858343,177.220755,F,bl,140,144,133,149,258,278,255,255,271,271,NA,NA,186,186,228,248,231,233
7463,12,-38.857984,177.22048,F,bl,146,146,133,155,258,258,255,259,257,265,NA,NA,178,186,228,228,233,235
7464,12,-38.855493,177.22101,M,bl,144,144,153,155,258,278,255,259,255,257,87,91,166,186,228,248,233,235
7465,12,-38.855208,177.220439,F,bl,140,144,133,155,258,258,259,259,255,257,85,91,180,186,228,250,223,235
7466,12,-38.85603,177.22065,M,bl,146,146,133,133,NA,NA,255,255,NA,NA,91,91,166,180,228,248,NA,NA
7468,12,-38.856628,177.222278,M,br,138,138,133,151,258,258,255,259,257,269,85,91,178,178,220,228,223,233
7469,12,-38.856676,177.222685,F,bl,146,146,133,133,278,278,255,255,265,269,85,89,166,178,228,250,223,229
7470,12,-38.856773,177.223002,F,bl,NA,NA,133,153,278,278,255,255,NA,NA,NA,NA,178,182,220,228,NA,NA
7471,12,-38.857787,177.223617,F,bl,140,144,133,133,278,278,255,255,265,269,89,91,166,180,250,250,NA,NA
7472,12,-38.858018,177.223954,M,bl,134,134,133,133,258,276,255,255,255,265,85,91,166,180,220,250,223,223
7473,12,-38.858302,177.22434,M,bl,138,138,133,133,278,278,255,259,NA,NA,NA,NA,166,178,248,250,223,235
7474,12,-38.861891,177.219435,F,bl,136,144,133,149,258,278,259,259,255,269,87,87,180,180,248,250,223,223
7475,12,-38.860715,177.219779,F,bl,140,144,149,149,258,278,255,255,NA,NA,89,91,166,186,248,250,231,235
7477,12,-38.859539,177.21987,F,bl,144,144,133,149,258,278,255,255,NA,NA,87,89,186,186,248,248,227,233
7479,12,-38.859272,177.220038,F,bl,144,144,133,149,NA,NA,255,255,NA,NA,85,89,166,186,NA,NA,NA,NA
7480,12,-38.859105,177.220143,M,bl,138,144,153,155,NA,NA,255,255,NA,NA,87,91,166,178,228,248,NA,NA
7481,12,-38.859032,177.220174,M,br,134,144,133,155,NA,NA,255,259,NA,NA,89,89,178,186,228,248,NA,NA
7482,12,-38.85918,177.220067,F,bl,140,144,149,149,258,278,255,255,NA,NA,NA,NA,166,186,NA,NA,NA,NA
7483,12,-38.858897,177.220177,F,bl,140,144,133,133,258,270,255,255,NA,NA,91,91,166,186,228,248,NA,NA
7484,12,-38.853697,177.22006,F,bl,144,144,133,149,NA,NA,255,259,NA,NA,85,91,180,186,228,248,NA,NA
7485,12,-38.855383,177.215929,F,bl,138,140,133,149,258,278,255,255,NA,NA,NA,NA,NA,NA,228,248,NA,NA
7486,12,-38.856305,177.215627,F,bl,140,142,133,155,258,264,255,259,NA,NA,85,89,180,186,228,250,233,233
7487,12,-38.855321,177.214425,F,bl,134,138,NA,NA,NA,NA,255,255,NA,NA,85,91,166,186,228,228,227,233
7488,12,-38.855589,177.214499,F,bl,146,146,133,133,NA,NA,255,255,NA,NA,87,87,166,180,250,250,223,223
7489,12,-38.85658,177.217696,F,bl,138,144,133,155,258,278,255,255,255,271,91,91,166,166,228,228,233,235
7490,12,-38.857726,177.223555,F,bl,138,144,133,155,278,278,255,255,255,265,NA,NA,166,180,248,248,233,235
7491,12,-38.856065,177.220664,F,bl,146,146,133,149,278,278,255,255,NA,NA,NA,NA,166,180,248,250,NA,NA
7492,12,-38.854663,177.220533,F,bl,138,144,151,155,258,258,255,259,NA,NA,NA,NA,NA,NA,228,228,NA,NA
7494,12,-38.856554,177.221593,M,bl,NA,NA,133,155,258,274,255,259,255,257,89,91,178,180,228,228,223,227
7496,12,-38.857945,177.22373,M,bl,NA,NA,NA,NA,278,278,NA,NA,271,271,89,91,166,186,228,248,223,227
7498,12,-38.85755,177.223441,M,bl,140,140,133,133,278,278,255,255,NA,NA,NA,NA,166,180,248,250,227,235
7500,12,-38.856995,177.223096,F,br,140,140,133,133,278,278,255,255,265,269,85,89,180,180,248,250,223,229
7476a,12,-38.85659,177.221849,M,bl,138,144,149,155,258,278,259,299,NA,NA,85,89,180,186,248,248,233,233
7476b,12,-38.859765,177.21963,M,br,136,140,133,133,258,278,255,255,265,269,87,87,166,186,248,248,223,233
5631,14,-38.719046,177.290515,M,bl,140,144,149,155,258,270,255,259,255,265,89,91,166,166,228,248,227,235
5632,14,-38.715293,177.286211,F,bl,140,144,133,133,258,270,255,259,257,261,87,91,180,186,228,228,223,233
5633,14,-38.715293,177.286211,F,bl,138,138,133,149,264,276,255,255,269,275,85,87,180,186,228,248,223,229
5635,14,-38.717593,177.278247,F,bl,138,140,133,149,258,258,255,255,257,261,85,91,178,180,228,228,231,233
5637,14,-38.71526,177.277944,F,bl,138,138,133,149,258,278,NA,NA,259,269,89,91,166,178,228,228,227,227
5638,14,-38.718499,177.278141,F,bl,138,144,133,133,258,270,255,255,255,265,85,89,180,180,248,248,223,227
5639,14,-38.718501,177.278106,M,bl,NA,NA,133,149,258,258,NA,NA,257,261,91,91,166,180,228,250,235,235
5640,14,-38.718499,177.278141,M,bl,NA,NA,133,133,NA,NA,NA,NA,NA,NA,85,91,178,180,250,250,233,233
5641,14,-38.719608,177.279371,M,bl,138,140,133,149,258,264,255,255,255,269,91,91,182,186,228,250,223,231
5642,14,-38.719608,177.279371,F,bl,136,144,133,133,258,264,255,255,255,269,89,89,166,178,228,228,223,233
5643,14,-38.719804,177.279418,M,bl,NA,NA,153,153,270,276,NA,NA,NA,NA,87,87,178,182,228,228,233,235
5644,14,-38.719804,177.279418,M,br,140,144,133,133,258,258,255,255,255,255,89,89,166,178,228,228,223,223
5645,14,-38.719804,177.279418,M,bl,138,138,133,133,258,276,255,255,255,257,87,91,166,180,248,250,223,233
5646,14,-38.721912,177.279488,M,br,138,144,133,149,258,258,255,259,255,267,89,89,166,178,228,250,223,231
5647,14,-38.721912,177.279488,M,bl,144,144,149,153,258,258,255,259,257,257,85,89,166,166,228,228,223,235
5648,14,-38.721912,177.279488,M,bl,136,144,133,149,258,258,NA,NA,255,269,89,91,166,178,228,228,223,233
5649,14,-38.714809,177.286377,M,bl,138,140,NA,NA,NA,NA,NA,NA,259,261,89,91,166,180,248,248,223,235
5650,14,-38.72793,177.276539,M,bl,138,138,133,133,258,258,255,299,261,261,89,91,166,180,228,248,229,233
5652,14,-38.717262,177.281565,M,bl,NA,NA,133,133,258,278,NA,NA,NA,NA,85,91,166,180,228,248,223,229
5655,14,-38.71763,177.278479,M,br,138,144,133,153,258,258,255,255,257,261,85,89,178,186,228,228,223,231
5656,14,-38.71763,177.278479,F,bl,138,140,133,149,258,258,255,255,255,259,89,91,178,178,228,248,227,235
5658,14,-38.721912,177.279488,F,bl,136,138,133,149,258,258,255,255,265,265,89,91,180,186,250,250,223,235
5659,14,-38.721912,177.279488,M,br,NA,NA,133,133,258,270,NA,NA,NA,NA,85,85,166,166,228,228,223,231
5661,14,-38.717387,177.278695,F,bl,136,144,NA,NA,NA,NA,NA,NA,255,265,85,89,166,166,NA,NA,223,229
5663,14,-38.715333,177.286605,M,br,136,140,133,149,258,278,255,255,255,257,85,89,178,182,NA,NA,227,233
5664,14,-38.717051,177.283095,F,bl,138,138,133,133,258,264,NA,NA,265,265,85,91,166,178,228,228,227,235
5665,14,-38.715333,177.286605,F,bl,NA,NA,NA,NA,NA,NA,255,255,NA,NA,91,91,178,180,248,250,223,233
5666,14,-38.71763,177.278479,F,bl,136,142,133,153,NA,NA,NA,NA,257,265,85,85,166,180,228,228,223,223
5667,14,-38.71763,177.278479,M,bl,134,144,133,149,258,258,255,255,255,257,85,85,166,180,228,248,223,223
5668,14,-38.717051,177.283095,M,bl,138,138,133,133,258,258,NA,NA,265,271,85,89,176,186,248,248,223,231
6402,14,-38.71557,177.286999,M,br,140,144,133,153,258,258,255,259,255,257,85,89,166,180,228,248,223,227
6403,14,-38.713293,177.288564,F,bl,136,140,133,133,258,270,255,255,259,261,87,87,176,186,248,250,231,235
6404,14,-38.717199,177.282275,F,bl,138,140,133,133,276,276,255,255,257,257,87,87,178,186,NA,NA,227,235
6409,14,-38.71714,177.282893,M,br,NA,NA,133,133,NA,NA,NA,NA,261,265,85,91,178,180,228,248,227,235
6410,14,-38.71608,177.283013,M,bl,136,140,149,149,270,276,NA,NA,255,265,89,89,178,186,228,250,223,231
6412,14,-38.714283,177.286932,M,br,NA,NA,133,149,NA,NA,NA,NA,257,261,89,89,180,180,228,228,227,235
6413,14,-38.715725,177.284073,M,br,138,138,133,149,258,270,255,255,265,269,91,91,166,166,228,228,227,233
6414,14,-38.717104,177.283133,F,bl,140,140,133,133,276,278,NA,NA,257,269,85,89,166,178,228,250,235,235
6416,14,-38.715152,177.28588,M,bl,NA,NA,133,133,258,278,255,255,NA,NA,87,91,166,182,228,228,223,223
6418,14,-38.715475,177.286901,M,bl,140,144,133,133,278,278,NA,NA,257,261,85,87,166,176,228,248,229,233
6419,14,-38.715844,177.283551,F,bl,138,144,133,155,270,276,NA,NA,269,275,85,85,166,178,228,228,223,229
6420,14,-38.716825,177.283116,M,bl,136,136,149,149,258,258,255,259,255,255,85,85,166,178,248,250,227,235
6421,14,-38.714468,177.287772,M,br,138,144,133,153,258,258,255,255,265,269,87,89,176,186,248,250,223,223
6422,14,-38.713147,177.288613,F,bl,NA,NA,133,153,258,258,NA,NA,265,269,89,91,176,180,248,248,223,231
6424,14,-38.715422,177.286633,F,bl,NA,NA,133,149,258,258,NA,NA,257,259,87,91,178,180,NA,NA,223,223
6425,14,-38.715223,177.286172,M,br,138,138,133,149,258,258,255,255,255,265,87,87,166,186,228,228,223,227
